"code","V14","V15","V16","V17","V18","V19","V20","V22","V23","V24","V25","V26","V27","SEX","AGE","MARITAL"
"AR",4,4,2,2,4,2,2,2,4,4,3,2,2,1,35,2
"AR",4,4,2,2,4,2,2,1,2,4,2,4,2,2,23,2
"AR",4,4,2,3,2,2,2,1,2,3,2,4,2,2,18,6
"AR",4,4,2,2,3,4,4,1,2,4,2,2,2,1,61,2
"AR",2,2,4,2,4,4,4,1,4,5,4,2,2,2,55,1
"AR",3,4,4,3,3,2,4,1,4,4,4,4,3,2,53,1
"AR",4,4,2,2,2,2,2,2,2,2,2,4,2,1,22,6
"AR",4,4,2,2,2,2,3,1,4,5,4,4,2,1,39,2
"AR",3,2,2,2,2,4,4,2,3,2,2,2,2,2,49,6
"AR",4,4,2,2,2,3,4,1,5,5,5,1,1,1,52,4
"AR",4,4,2,2,2,4,4,1,2,2,4,2,2,2,27,6
"AR",2,2,2,2,2,2,2,2,2,2,2,4,2,2,35,6
"AR",3,2,2,4,2,4,4,2,4,4,4,2,2,1,28,2
"AR",4,4,2,2,2,2,2,2,4,4,3,4,2,1,31,2
"AR",3,4,3,2,2,4,5,1,5,5,5,4,2,1,45,4
"AR",3,2,4,2,4,4,4,1,4,4,4,4,2,2,58,1
"AR",4,4,2,4,3,4,4,1,4,4,4,2,3,2,54,1
"AR",2,2,4,4,4,4,4,2,4,4,4,4,2,2,20,6
"AR",4,4,2,2,4,5,5,1,4,2,2,4,3,1,64,1
"AR",6,1,4,4,4,5,5,2,2,2,4,2,4,1,70,1
"AR",4,4,2,4,2,2,2,2,4,4,4,4,4,2,29,1
"AR",3,6,4,4,2,6,6,2,2,4,4,4,4,2,76,5
"AR",4,4,4,2,2,2,4,2,4,4,4,2,3,2,54,1
"AR",6,1,2,5,5,5,5,1,5,2,5,2,2,1,75,1
"AR",3,3,2,1,2,4,4,1,4,2,2,3,3,2,32,1
"AR",3,4,1,1,1,1,1,1,5,5,5,2,3,2,63,5
"AR",3,1,5,1,5,5,5,1,5,5,2,6,2,1,62,1
"AR",4,4,2,2,2,3,3,1,4,4,4,4,2,2,25,6
"AR",4,4,2,2,2,2,2,1,4,4,2,3,4,2,25,2
"AR",5,2,2,2,4,2,2,2,4,4,4,4,3,2,27,2
"AR",3,2,2,4,4,4,4,2,2,3,2,4,2,2,21,6
"AR",4,4,2,2,4,5,5,1,4,4,4,4,1,1,41,1
"AR",6,4,2,2,2,4,4,2,2,4,4,2,2,1,26,2
"AR",4,2,2,2,2,4,4,1,2,2,2,6,4,1,62,3
"AR",6,4,2,2,1,2,2,2,4,4,4,6,2,2,50,1
"AR",4,2,2,2,2,2,4,2,2,2,2,6,2,2,27,6
"AR",4,4,2,2,2,4,4,2,4,4,4,4,4,2,26,2
"AR",4,2,2,2,4,4,5,4,4,4,4,2,4,1,57,1
"AR",4,3,2,2,2,2,4,1,1,3,3,4,4,1,46,2
"AR",2,4,2,2,4,4,4,1,2,4,4,4,2,2,26,6
"AR",2,2,4,4,4,4,4,1,2,2,2,4,4,2,28,6
"AR",3,2,2,2,4,4,4,2,2,4,4,2,2,2,63,6
"AR",1,2,2,2,2,4,4,1,2,4,4,2,2,1,48,1
"AR",4,4,2,2,2,2,2,2,4,4,2,2,2,2,37,2
"AR",6,2,4,2,4,4,4,2,2,2,2,2,2,2,75,1
"AR",4,2,2,4,2,2,2,2,2,2,4,2,2,1,18,6
"AR",4,4,2,4,2,4,4,1,4,4,3,4,2,2,23,6
"AR",4,2,4,4,4,4,4,2,4,2,4,6,2,1,35,1
"AR",2,4,2,4,2,2,2,2,2,2,4,2,2,2,22,6
"AR",2,2,4,2,4,4,4,2,2,2,2,6,2,2,43,1
"AR",4,4,2,4,2,4,4,2,2,2,2,2,2,2,47,1
"AR",4,2,2,4,2,2,2,2,4,4,4,4,2,1,22,6
"AR",2,6,4,2,4,4,4,2,4,4,4,4,2,1,64,1
"AR",3,4,2,2,4,4,4,2,2,2,2,6,2,2,18,2
"AR",4,4,2,4,4,4,4,2,4,4,2,6,2,1,39,6
"AR",4,4,2,2,2,2,4,1,2,4,4,2,2,2,51,1
"AR",4,4,2,3,4,4,4,2,2,4,4,2,1,2,64,1
"AR",2,2,4,4,4,4,4,2,2,2,2,2,2,1,28,6
"AR",2,2,2,6,2,4,4,2,4,4,4,6,2,2,33,2
"AR",3,2,4,3,2,2,2,2,2,4,2,4,2,2,24,2
"AR",3,2,2,2,2,4,4,2,2,4,2,2,2,1,39,2
"AR",3,2,2,4,4,4,4,1,4,4,4,2,2,1,34,1
"AR",2,2,4,2,4,2,6,1,2,4,4,2,2,1,36,2
"AR",4,2,2,2,4,4,5,2,4,4,4,4,2,2,57,1
"AR",4,2,4,2,3,4,4,2,4,4,4,4,2,2,54,3
"AR",4,2,4,2,3,4,4,2,4,4,4,4,2,2,71,1
"AR",2,2,2,2,3,4,4,1,3,1,3,2,2,1,46,1
"AR",4,4,2,2,2,2,4,2,2,2,2,3,2,1,22,6
"AR",2,2,2,2,4,2,4,2,2,3,4,2,3,1,63,1
"AR",4,2,2,2,4,4,4,2,4,4,4,2,4,2,43,6
"AR",2,2,4,3,4,2,4,1,4,4,4,4,2,2,81,5
"AR",3,4,2,1,2,1,1,3,4,2,4,2,2,1,29,6
"AR",4,4,2,2,4,2,2,2,2,2,4,4,4,2,52,1
"AR",4,4,4,2,4,4,4,1,4,4,4,4,4,1,63,4
"AR",2,2,6,6,2,4,4,1,3,2,3,2,2,2,74,5
"AR",4,4,4,3,2,2,2,2,4,4,4,4,2,2,42,6
"AR",2,2,4,2,4,4,4,2,4,4,2,3,2,2,82,1
"AR",2,2,3,3,2,2,4,2,4,2,2,4,2,1,66,2
"AR",2,2,2,2,4,2,2,2,2,2,2,2,2,2,28,1
"AR",4,3,2,2,2,4,4,2,4,4,4,2,2,2,26,2
"AR",4,4,2,2,2,4,4,1,4,4,4,2,2,1,38,1
"AR",4,2,2,2,2,4,4,2,4,4,4,2,2,2,82,5
"AR",3,2,2,2,2,2,4,2,4,2,2,2,2,1,20,6
"AR",4,3,2,2,2,2,2,1,4,4,2,2,2,2,41,1
"AR",4,4,2,2,2,4,4,2,4,4,2,2,2,2,43,6
"AR",4,2,2,2,4,4,4,2,2,3,2,4,2,2,25,6
"AR",4,2,2,2,4,2,4,2,4,4,4,3,2,1,46,5
"AR",4,6,2,6,4,4,4,2,6,2,2,3,6,1,21,6
"AR",4,4,2,4,2,2,2,2,4,4,4,4,3,2,50,6
"AR",4,4,2,4,4,2,2,2,4,4,4,4,4,1,18,6
"AR",4,4,2,3,2,2,3,2,4,4,2,4,2,1,32,6
"AR",2,3,3,4,2,4,5,1,5,5,3,5,3,2,47,1
"AR",4,4,2,4,2,2,2,1,4,4,3,4,3,1,21,6
"AR",1,1,2,2,4,5,5,1,4,4,3,2,1,1,80,1
"AR",2,4,1,4,1,5,5,1,4,4,3,2,2,2,20,6
"AR",4,4,2,2,2,4,4,2,3,4,2,3,2,1,18,6
"AR",2,4,4,4,2,5,5,1,4,4,3,2,1,2,39,1
"AR",1,2,2,2,2,3,3,1,3,5,2,3,1,2,61,6
"AR",4,4,2,4,1,2,4,2,3,4,2,2,2,2,17,6
"AR",2,2,2,4,2,2,2,1,1,2,2,3,1,1,42,6
"AR",4,3,2,2,2,4,5,1,4,2,4,4,1,2,71,5
"AR",5,3,2,4,4,5,5,1,3,2,3,3,2,1,59,1
"AR",3,2,2,2,4,4,4,2,3,2,3,3,2,1,17,6
"AR",2,4,2,2,4,4,4,2,4,3,2,2,1,2,73,1
"AR",4,4,2,2,2,2,2,2,3,4,2,3,2,1,39,6
"AR",2,4,2,2,2,4,4,2,4,4,2,3,1,2,69,3
"AR",4,4,1,4,2,4,4,1,3,4,1,3,2,2,21,6
"AR",4,4,2,4,2,2,2,1,3,2,2,2,1,1,59,3
"AR",3,2,2,1,3,3,3,2,4,4,3,4,2,2,38,2
"AR",4,4,2,2,2,2,2,2,3,4,4,4,2,2,48,3
"AR",4,4,2,2,2,4,4,2,4,2,2,4,2,2,21,6
"AR",6,1,4,2,4,4,4,1,3,5,2,4,6,1,56,1
"AR",3,4,1,3,2,3,4,1,4,4,4,4,3,1,63,1
"AR",2,1,2,2,2,5,5,1,3,2,2,3,2,1,62,1
"AR",6,4,2,2,4,1,1,1,5,5,2,6,2,2,39,2
"AR",3,3,3,4,4,5,5,1,5,5,5,3,1,2,28,1
"AR",1,1,4,2,2,4,4,1,4,4,2,4,1,2,64,1
"AR",2,2,4,4,4,5,5,1,4,4,4,4,4,1,36,1
"AR",5,4,2,1,4,3,3,1,1,5,5,3,5,2,33,1
"AR",3,3,2,3,1,2,4,1,4,4,4,4,2,2,65,1
"AR",3,2,2,2,1,4,4,1,3,4,4,2,2,1,62,1
"AR",2,2,4,2,4,1,4,1,4,4,3,4,2,1,29,2
"AR",3,4,2,1,2,4,4,1,4,4,4,3,2,2,53,1
"AR",3,2,3,2,4,2,2,1,4,4,3,4,1,2,63,1
"AR",4,4,2,2,4,2,2,1,4,4,1,3,2,1,31,1
"AR",4,4,2,2,2,4,5,1,4,4,2,4,4,1,60,1
"AR",4,1,3,1,1,4,4,1,4,4,4,5,2,2,39,1
"AR",4,3,2,2,2,4,4,2,3,4,4,4,3,2,48,4
"AR",4,3,2,2,3,4,4,2,3,4,2,4,2,2,19,6
"AR",4,4,2,2,4,4,4,1,4,4,3,2,2,1,23,6
"AR",4,2,2,2,2,3,3,2,2,3,2,4,2,1,18,6
"AR",4,2,2,2,3,4,4,2,2,3,3,4,2,1,56,4
"AR",2,4,4,2,2,4,4,2,4,4,4,4,2,2,79,5
"AR",4,2,4,2,2,2,2,2,4,4,3,2,2,1,48,6
"AR",4,3,2,2,2,2,2,2,2,4,2,3,2,2,59,1
"AR",4,2,2,2,2,2,2,2,2,4,2,2,2,2,25,2
"AR",2,3,2,2,2,2,2,2,2,3,2,4,2,1,19,6
"AR",4,2,4,2,4,4,4,2,4,3,4,4,2,1,60,1
"AR",4,4,2,2,2,3,3,2,2,3,2,4,2,1,17,6
"AR",3,5,1,1,2,2,2,1,2,3,2,2,2,2,21,2
"AR",2,2,2,2,3,3,3,1,3,3,3,3,1,1,61,1
"AR",1,4,3,3,4,4,4,1,4,4,4,3,2,1,33,1
"AR",2,2,3,2,3,3,3,2,3,2,3,3,2,2,77,5
"AR",4,5,1,1,3,1,1,2,2,2,2,3,2,2,35,6
"AR",3,5,1,1,2,1,1,2,2,2,2,3,2,2,37,2
"AR",3,5,1,1,1,1,1,1,2,2,2,3,2,2,22,6
"AR",4,4,2,2,2,4,4,1,2,4,2,4,3,2,54,4
"AR",4,4,2,2,4,2,2,2,3,3,3,3,2,1,25,6
"AR",4,2,4,4,4,4,4,2,4,4,4,3,2,1,47,1
"AR",4,4,2,2,2,2,2,2,3,4,2,3,2,2,17,6
"AR",4,5,2,2,2,3,2,2,4,4,2,4,2,2,17,6
"AR",3,4,2,2,2,4,4,2,4,4,4,4,2,1,51,1
"AR",2,2,4,3,4,5,5,2,4,4,4,3,2,2,65,1
"AR",2,5,1,1,1,1,1,1,3,3,3,3,3,2,50,2
"AR",1,1,3,3,3,3,3,1,4,4,4,4,1,1,73,1
"AR",2,5,1,1,3,2,2,3,3,2,3,5,3,1,50,2
"AR",1,5,1,1,2,2,2,1,2,3,3,3,3,2,78,1
"AR",3,4,2,2,2,2,4,1,5,3,3,4,2,1,62,1
"AR",4,5,1,2,3,5,5,2,2,2,3,3,3,2,34,2
"AR",1,5,1,1,1,1,1,2,4,3,4,3,1,1,78,1
"AR",2,3,2,1,4,4,4,1,4,3,2,3,2,2,46,1
"AR",3,1,1,2,3,5,5,2,4,4,1,3,2,2,67,5
"AR",5,1,5,2,4,2,2,1,3,2,3,4,4,2,74,1
"AR",1,1,5,1,1,5,5,1,3,3,2,4,1,1,64,5
"AR",3,5,1,5,1,1,1,1,5,5,2,3,1,2,41,6
"AR",4,4,2,2,2,3,4,2,2,3,2,4,2,1,60,6
"AR",3,4,2,2,2,2,2,1,2,2,2,4,2,2,51,1
"AR",4,4,2,2,3,2,2,2,2,4,3,4,2,1,27,6
"AR",4,4,2,2,4,2,2,2,3,4,3,4,2,1,24,6
"AR",2,2,4,3,4,4,4,2,4,3,4,4,2,1,84,5
"AR",3,5,3,2,4,2,5,1,3,3,2,4,4,2,73,1
"AR",5,5,1,1,1,3,3,1,6,2,1,6,1,1,56,4
"AR",2,1,1,1,4,5,5,1,2,5,2,4,2,1,63,1
"AR",5,5,1,1,5,1,1,1,3,4,1,6,5,2,61,1
"AR",1,1,1,1,1,5,5,1,6,4,5,5,1,2,23,6
"AR",4,1,1,5,1,1,1,2,2,2,2,4,2,2,21,6
"AR",3,5,1,5,4,5,5,2,1,1,1,4,2,2,33,4
"AR",5,5,1,1,2,2,2,3,3,2,1,2,3,2,34,2
"AR",4,4,2,2,2,2,2,2,4,4,2,2,2,1,54,1
"AR",4,4,2,2,2,3,3,1,4,4,4,4,1,2,64,5
"AR",3,4,2,3,4,3,3,1,2,4,2,3,2,2,46,1
"AR",6,4,2,4,2,2,2,2,4,4,4,3,2,1,31,2
"AR",4,4,2,2,2,2,2,2,4,4,2,4,1,2,19,6
"AR",4,2,4,2,2,4,4,1,4,4,4,4,2,2,57,6
"AR",3,4,2,2,3,4,4,1,4,4,2,2,1,1,43,2
"AR",4,4,2,2,2,2,2,2,4,2,2,4,2,2,27,6
"AR",4,4,2,4,2,2,2,2,3,4,3,4,2,2,21,6
"AR",2,2,3,4,2,4,5,1,4,4,4,4,2,2,71,1
"AR",3,4,2,2,4,2,2,2,4,4,4,4,2,1,34,3
"AR",2,3,3,4,2,2,2,1,3,4,3,4,2,1,36,2
"AR",2,2,5,5,4,5,5,5,3,3,3,2,1,2,55,1
"AR",3,4,1,4,1,1,1,1,2,4,3,6,1,2,34,1
"AR",4,4,2,2,2,2,2,1,4,4,4,4,2,1,42,6
"AR",3,4,4,1,4,4,4,1,4,2,4,2,2,1,61,1
"AR",3,2,2,2,5,2,4,1,2,2,2,6,6,2,27,6
"AR",2,2,2,2,2,5,5,1,3,2,3,3,2,2,70,5
"AR",4,4,2,4,1,4,5,1,4,4,4,4,2,2,47,3
"AR",4,4,2,2,4,5,5,1,4,4,4,4,1,1,35,6
"AR",3,3,3,4,2,3,5,1,4,4,3,4,1,2,63,1
"AR",4,4,2,4,2,3,5,2,4,4,2,4,2,1,19,6
"AR",2,3,2,2,4,2,2,2,4,2,2,2,2,1,67,6
"AR",3,4,2,3,2,2,3,1,4,4,4,4,2,2,30,2
"AR",3,2,3,2,4,5,5,1,3,3,3,3,1,2,75,1
"AR",2,2,4,2,4,4,5,1,4,4,2,2,2,1,46,1
"AR",4,4,2,4,2,3,5,1,4,4,4,4,2,1,19,6
"AR",4,4,2,4,4,2,2,1,3,4,3,4,2,2,29,6
"AR",4,4,2,4,2,5,5,1,4,4,4,4,2,1,60,1
"AR",4,4,2,4,2,4,5,1,4,5,3,4,1,2,42,6
"AR",4,4,2,4,2,5,5,1,4,4,4,3,2,1,54,3
"AR",2,3,2,2,3,4,5,1,3,2,3,3,2,1,30,6
"AR",4,4,1,3,4,1,1,2,4,2,4,4,4,2,37,2
"AR",4,2,2,2,4,2,4,2,2,4,2,2,1,1,31,2
"AR",6,2,2,2,4,2,2,2,4,4,2,4,2,2,40,1
"AR",4,4,2,2,2,3,3,2,4,4,2,4,2,2,32,1
"AR",4,4,2,4,2,2,2,2,2,2,2,4,4,1,44,1
"AR",4,4,2,2,4,4,4,2,2,3,2,3,1,1,47,2
"AR",3,3,3,2,4,4,4,2,3,3,2,3,2,2,36,2
"AR",4,4,2,2,4,6,6,2,3,4,2,6,1,1,20,6
"AR",6,4,2,2,4,4,4,1,2,4,2,4,2,2,37,1
"AR",4,4,2,2,1,2,2,1,3,2,4,4,2,1,23,6
"AR",3,4,2,2,4,5,5,1,4,4,4,4,2,1,42,6
"AR",3,2,2,1,2,2,2,2,4,4,4,4,3,2,51,2
"AR",4,4,2,2,2,2,4,2,4,2,4,2,2,2,74,1
"AR",4,3,2,2,2,4,4,2,4,3,2,4,4,2,58,5
"AR",3,4,2,2,4,4,4,1,1,1,2,3,1,2,18,6
"AR",4,4,2,2,4,3,3,2,2,4,3,4,3,2,52,3
"AR",4,4,2,2,2,6,6,2,4,4,4,2,2,2,54,1
"AR",4,4,1,4,2,2,4,2,4,1,1,4,2,1,19,6
"AR",2,2,2,2,4,2,4,2,2,2,2,1,2,1,63,1
"AR",4,4,2,2,2,4,4,2,4,4,4,2,2,1,65,3
"AR",2,2,2,2,4,4,4,2,4,2,2,2,2,2,18,6
"AR",4,4,2,2,4,2,2,2,4,4,2,2,2,1,34,2
"AR",4,4,2,4,2,4,4,1,3,2,2,4,2,2,46,2
"AR",3,2,2,4,2,4,4,2,4,4,2,3,4,2,22,6
"AR",4,4,2,2,4,4,4,2,4,4,4,4,3,1,22,6
"AR",3,1,1,1,1,1,1,1,3,4,3,3,4,1,23,6
"AR",3,4,2,1,2,2,2,1,4,4,3,4,2,2,41,3
"AR",4,3,2,2,4,2,2,1,4,4,4,4,2,2,61,5
"AR",4,2,4,2,2,4,4,2,4,4,4,4,3,2,73,5
"AR",4,4,2,4,4,2,2,2,4,4,2,3,2,2,53,1
"AR",4,4,2,2,4,4,4,2,2,4,2,4,2,2,29,2
"AR",2,4,2,4,2,4,4,1,2,2,2,4,2,1,30,2
"AR",4,4,2,4,2,4,4,2,4,4,2,4,2,2,19,6
"AR",4,4,4,2,2,2,4,2,2,2,4,2,2,1,22,2
"AR",6,4,2,2,4,2,2,3,4,4,2,4,6,2,64,4
"AR",4,4,2,3,2,2,2,2,2,4,4,4,2,2,57,2
"AR",3,4,2,3,4,2,2,2,3,4,2,4,2,2,53,4
"AR",2,4,2,2,4,2,2,1,2,5,3,4,2,1,49,4
"AR",4,2,3,4,5,3,3,3,2,4,3,4,2,1,23,6
"AR",3,4,4,2,2,4,4,2,4,4,2,4,2,2,33,1
"AR",3,4,2,3,2,4,4,2,3,4,2,3,3,1,39,1
"AR",3,4,2,3,2,4,4,2,3,4,2,2,2,1,61,1
"AR",2,4,2,4,2,4,4,2,3,4,2,2,2,2,75,6
"AR",3,4,2,3,4,4,4,2,2,4,2,4,2,1,46,6
"AR",4,3,2,2,4,4,4,2,3,4,2,3,3,2,39,4
"AR",3,3,4,4,4,4,4,2,3,2,3,2,3,1,51,1
"AR",4,3,2,4,2,3,3,2,3,3,2,3,2,2,57,4
"AR",4,4,2,1,2,4,4,1,2,4,2,3,1,2,45,1
"AR",3,4,1,5,1,4,4,1,2,3,3,3,2,2,29,2
"AR",3,4,2,3,2,2,2,2,3,4,2,2,3,2,25,2
"AR",3,4,2,3,1,3,3,1,2,4,2,3,3,1,58,3
"AR",5,4,3,2,1,2,2,2,2,3,2,2,2,2,43,6
"AR",3,4,2,3,2,3,3,2,2,3,2,2,2,1,35,6
"AR",3,2,2,3,1,3,3,2,3,4,1,2,3,2,35,2
"AR",3,4,3,3,3,4,4,1,4,3,3,3,1,2,53,1
"AR",2,2,2,4,4,4,4,1,4,2,2,2,1,2,21,1
"AR",3,3,4,3,2,3,3,1,3,3,6,6,1,2,56,1
"AR",3,3,3,3,2,3,3,2,3,3,3,2,3,1,24,2
"AR",3,3,3,3,2,3,3,2,3,3,2,3,2,1,58,6
"AR",6,2,2,1,1,4,4,1,2,2,2,3,1,2,66,1
"AR",4,4,2,2,2,2,2,1,4,4,4,4,2,2,32,2
"AR",4,4,2,3,2,2,2,1,3,4,4,4,2,2,39,1
"AR",2,4,2,2,4,4,5,1,4,4,4,2,1,1,56,1
"AR",3,4,2,3,2,3,3,2,3,3,2,3,3,1,62,1
"AR",3,2,2,2,4,4,4,1,6,2,2,2,4,2,86,5
"AR",3,4,4,2,4,4,4,2,4,4,4,4,2,2,74,5
"AR",4,4,1,2,2,4,4,2,2,2,2,4,4,2,25,6
"AR",3,3,3,2,2,2,2,6,4,4,4,4,2,1,45,2
"AR",2,2,3,2,2,2,3,2,4,4,4,2,2,1,69,1
"AR",4,4,1,4,2,2,2,1,4,4,4,4,1,1,25,6
"AR",4,2,2,4,4,4,4,2,4,2,2,2,1,2,67,2
"AR",2,2,3,2,3,4,4,2,4,2,4,3,2,1,71,1
"AR",3,2,2,2,4,2,2,2,4,2,2,2,2,2,69,1
"AR",1,1,4,2,1,4,4,1,2,4,4,4,1,2,37,1
"AR",4,4,1,1,2,4,4,1,1,2,2,3,4,2,25,2
"AR",4,4,1,1,4,4,4,1,4,4,4,4,2,2,59,2
"AR",4,5,1,1,1,1,1,1,2,2,2,4,4,1,20,6
"AR",4,4,1,1,2,2,2,3,2,2,2,4,4,1,21,6
"AR",4,4,1,1,1,4,4,1,4,4,4,4,4,1,63,5
"AR",3,3,2,3,3,3,2,1,3,3,2,4,2,2,25,6
"AR",4,4,2,3,2,2,2,1,5,5,4,3,3,2,26,6
"AR",5,5,1,1,1,3,3,1,4,4,3,3,3,1,26,6
"AR",4,4,1,1,1,3,3,1,4,4,4,4,4,1,29,6
"AR",4,4,1,1,1,2,3,1,4,4,4,4,4,2,36,2
"AR",4,4,2,4,2,2,2,2,4,4,4,4,4,2,30,6
"AR",4,3,3,2,2,2,2,2,4,2,2,4,3,2,46,6
"AR",4,4,4,2,2,2,2,6,4,2,4,4,2,2,29,1
"AR",4,4,4,2,3,4,4,4,2,2,4,4,4,1,24,6
"AR",3,2,2,4,4,4,4,2,4,4,4,2,2,1,73,1
"AR",5,5,5,5,1,4,4,1,3,4,3,4,2,2,63,4
"AR",3,4,4,2,4,4,5,2,4,3,2,3,2,1,59,1
"AR",3,3,6,1,3,3,3,1,3,4,2,4,2,2,41,1
"AR",4,2,3,1,2,5,5,1,5,5,2,2,1,2,72,5
"AR",4,2,2,2,2,6,6,2,4,4,4,2,2,1,36,4
"AR",4,2,4,2,2,3,3,2,3,4,3,2,3,1,25,6
"AR",3,3,2,2,2,3,3,1,3,3,3,2,6,2,20,6
"AR",3,2,4,1,1,4,4,1,4,4,3,4,1,2,26,6
"AR",1,4,1,1,1,4,4,1,4,4,1,4,1,2,33,1
"AR",3,4,2,1,1,1,1,1,1,4,1,4,4,2,55,2
"AR",1,4,4,2,1,3,5,1,1,3,1,4,4,2,33,2
"AR",3,3,3,1,3,4,4,1,4,4,3,4,2,1,39,2
"AR",1,2,4,4,4,4,4,2,4,4,2,2,2,1,19,6
"AR",1,2,2,4,4,4,5,1,5,5,4,1,4,1,69,4
"AR",2,1,4,2,2,2,4,1,2,5,2,2,1,2,85,5
"AR",2,2,2,2,4,2,5,1,4,5,4,2,2,1,65,1
"AR",4,4,4,2,4,3,3,1,5,5,3,2,2,2,70,1
"AR",3,2,2,2,4,4,5,1,5,5,4,1,2,1,57,1
"AR",4,2,2,2,2,3,4,1,3,2,2,4,2,2,91,5
"AR",3,3,2,2,2,4,5,1,4,5,3,2,2,2,87,5
"AR",4,3,3,2,2,2,4,1,3,4,2,3,2,2,26,2
"AR",5,4,3,1,1,4,5,1,4,3,2,3,2,1,50,5
"AR",2,4,2,2,3,4,5,1,4,4,4,4,2,1,50,2
"AR",4,2,4,2,2,4,4,1,4,4,4,2,4,1,56,1
"AR",3,3,2,2,2,4,4,1,2,4,2,4,3,2,62,1
"AR",4,4,2,2,2,3,3,1,4,4,3,4,2,2,19,2
"AR",5,5,1,1,5,1,1,1,6,5,5,5,5,1,35,6
"AR",3,3,4,1,2,2,3,1,2,4,2,2,3,2,38,3
"AR",4,4,2,2,2,2,2,2,4,4,2,2,2,2,34,3
"AR",4,4,2,2,2,4,4,2,3,4,2,4,2,1,29,1
"AR",4,3,4,4,4,2,4,2,4,4,4,2,3,2,48,6
"AR",4,4,4,2,2,4,4,2,3,4,4,4,6,2,61,5
"AR",4,4,2,1,1,2,4,1,4,4,5,2,3,1,40,3
"AR",2,2,3,2,4,4,4,1,4,4,3,2,3,1,40,1
"AR",3,4,2,4,2,2,3,2,2,3,2,4,2,2,38,1
"AR",4,2,4,2,2,2,6,1,4,4,4,2,4,2,75,5
"AR",4,4,2,2,4,4,4,1,2,4,4,4,2,1,53,3
"AR",2,2,4,4,4,4,4,1,4,4,4,4,2,1,66,1
"AR",3,2,4,2,4,4,4,2,4,4,3,4,2,2,34,2
"AR",4,4,2,4,4,2,2,2,4,4,4,2,4,1,21,2
"AR",2,2,3,2,2,4,4,1,3,6,2,4,2,2,72,1
"AR",3,4,2,2,4,2,4,1,3,4,2,3,2,2,34,1
"AR",4,4,2,2,4,2,2,1,4,4,2,2,2,1,64,2
"AR",3,4,2,2,4,2,2,1,4,5,3,4,6,1,44,1
"AR",4,2,4,2,2,4,4,1,4,4,3,2,6,2,61,4
"AR",6,5,1,4,5,1,1,6,6,2,4,4,1,1,32,6
"AR",2,2,4,3,4,5,5,2,4,5,3,3,2,2,83,5
"AR",4,4,2,3,2,2,2,1,4,3,4,6,5,2,26,2
"AR",2,3,1,1,2,5,5,1,4,5,4,5,2,2,64,6
"AR",4,5,2,1,4,2,2,2,4,4,4,2,2,1,20,6
"AR",4,3,2,2,3,6,6,1,4,4,4,4,2,1,50,4
"AR",4,4,2,6,2,2,2,2,4,4,4,4,5,1,33,6
"AR",4,4,2,6,2,2,2,1,2,4,3,3,2,2,39,1
"AR",4,4,2,2,2,2,2,2,4,4,4,6,2,2,19,6
"AR",4,5,2,2,2,2,2,1,4,4,4,2,1,2,47,6
"AR",2,2,4,2,2,2,2,1,2,4,4,3,2,2,57,5
"AR",2,2,4,4,5,5,5,2,4,3,4,3,2,1,28,1
"AR",6,5,1,4,2,2,2,1,4,4,4,6,2,1,18,2
"AR",4,2,4,4,5,5,5,1,4,5,3,4,4,2,65,5
"AR",3,4,2,2,2,4,4,2,4,5,4,4,2,1,48,1
"AR",3,3,2,2,4,5,5,1,2,2,2,4,3,1,66,1
"AR",4,4,4,4,1,2,2,1,4,5,5,5,5,2,43,6
"AR",4,4,2,2,2,4,4,2,5,4,4,2,2,2,20,2
"AR",4,4,1,1,2,1,1,1,1,2,2,4,2,2,31,2
"AR",5,4,1,2,1,2,2,1,3,2,1,2,3,2,18,6
"AR",2,1,4,4,3,5,5,1,1,2,4,5,3,2,80,5
"AR",3,3,3,5,5,3,3,1,3,5,3,3,1,1,29,6
"AR",4,4,1,1,1,4,4,1,4,4,4,4,4,1,51,3
"AR",4,2,2,2,2,4,4,1,4,4,4,2,1,1,63,4
"AR",4,4,2,2,2,4,4,2,4,4,2,2,1,1,54,6
"AR",5,1,4,4,2,2,2,1,5,5,2,5,1,1,21,6
"AR",4,4,2,2,4,4,4,2,4,4,3,3,1,1,66,6
"AR",2,4,1,2,1,1,1,1,4,4,2,4,4,2,55,1
"AR",4,4,4,2,2,4,4,1,4,2,2,4,1,2,22,6
"AR",4,4,4,4,1,4,4,2,4,4,2,3,4,2,32,6
"AR",1,1,4,4,4,1,1,1,4,4,2,2,2,1,70,1
"AR",4,4,4,2,4,4,4,2,2,2,2,4,1,1,52,3
"AR",3,3,3,3,2,2,3,1,3,4,4,2,1,1,70,1
"AR",4,3,3,3,2,4,4,1,5,4,3,4,2,2,32,6
"AR",4,3,2,3,2,3,3,2,3,3,3,2,2,2,23,6
"AR",4,4,2,3,3,2,4,1,4,4,2,4,2,1,20,6
"AR",4,4,2,2,4,3,3,2,4,4,4,4,2,1,43,6
"AR",3,2,3,2,4,3,3,1,2,4,2,2,3,2,76,6
"AR",4,4,2,2,4,4,4,1,2,4,2,2,1,2,41,6
"AR",3,3,4,4,4,4,4,1,4,4,2,2,2,2,55,5
"AR",4,4,1,2,1,1,1,1,2,4,2,3,1,1,32,6
"AR",4,4,2,4,4,4,4,1,4,4,2,2,1,1,24,6
"AR",4,3,3,3,3,3,3,2,4,4,4,4,2,2,34,1
