"code","V14","V15","V16","V17","V18","V19","V20","V22","V23","V24","V25","V26","V27","SEX","AGE","MARITAL"
"BG",2,2,4,2,4,4,4,1,4,4,4,1,1,1,74,1
"BG",4,4,2,2,2,5,5,2,4,4,4,6,2,2,27,6
"BG",4,4,2,2,4,4,4,2,4,4,4,2,2,2,44,1
"BG",1,1,4,2,4,4,4,2,2,2,2,4,2,2,68,1
"BG",4,4,2,2,2,4,4,2,2,2,4,4,4,2,44,1
"BG",3,4,2,2,2,2,2,2,2,2,2,3,4,2,37,1
"BG",4,4,2,2,2,2,2,6,6,6,6,6,4,1,31,1
"BG",3,3,2,2,2,2,3,2,2,2,2,3,2,1,79,5
"BG",2,2,2,2,4,5,5,2,4,4,2,3,5,2,71,5
"BG",2,2,4,2,5,5,5,2,4,4,2,3,5,2,69,1
"BG",2,2,4,4,4,4,4,2,3,3,3,3,3,1,49,1
"BG",2,2,4,4,4,4,4,2,4,4,4,4,4,2,42,1
"BG",6,2,2,2,4,4,4,3,3,3,2,4,4,1,44,1
"BG",3,3,3,3,4,4,4,2,4,4,4,4,4,1,62,1
"BG",2,2,3,3,4,4,4,2,3,4,3,3,3,1,50,1
"BG",2,2,4,4,4,4,5,2,3,3,2,4,4,2,57,1
"BG",2,2,4,2,3,3,3,2,2,3,3,3,3,2,39,1
"BG",3,2,4,4,4,4,5,2,4,4,4,4,4,1,67,5
"BG",2,3,2,6,4,4,4,1,2,4,2,3,3,2,55,1
"BG",3,3,2,2,2,4,4,2,2,3,2,4,3,2,30,1
"BG",2,3,2,1,4,4,4,1,5,5,5,3,2,2,35,1
"BG",2,4,2,1,2,4,4,1,5,5,4,3,2,2,56,4
"BG",2,2,4,2,4,4,4,1,5,5,4,4,2,1,42,1
"BG",2,2,5,3,4,5,5,1,5,5,4,4,2,1,72,5
"BG",2,2,4,2,4,4,4,2,5,5,5,6,2,1,60,4
"BG",2,2,4,2,2,5,5,2,4,4,4,4,2,2,58,4
"BG",2,2,4,3,4,5,5,2,4,4,3,4,2,1,43,1
"BG",2,3,2,2,4,5,5,2,4,4,4,4,2,1,45,1
"BG",2,2,4,2,4,5,5,1,5,5,4,4,2,1,53,1
"BG",2,4,4,2,4,5,5,2,5,5,5,3,3,2,56,1
"BG",4,6,6,2,2,6,6,2,3,4,3,3,2,2,28,4
"BG",2,3,4,3,2,2,2,3,3,4,3,3,4,2,34,1
"BG",3,2,4,4,2,6,6,2,2,5,3,3,2,2,66,5
"BG",3,2,4,4,2,6,6,2,2,5,4,4,2,2,58,1
"BG",2,3,4,3,2,2,2,3,3,4,3,3,4,2,29,2
"BG",2,2,3,3,1,3,3,1,3,4,2,4,2,1,38,1
"BG",4,6,6,2,2,6,6,2,3,4,3,3,2,2,59,1
"BG",4,2,4,3,2,6,6,2,4,5,5,3,2,2,63,5
"BG",2,4,3,3,2,2,2,2,4,4,3,3,2,1,43,4
"BG",1,1,5,1,4,5,5,1,2,4,6,3,2,2,75,1
"BG",3,4,2,2,4,5,5,1,3,3,4,3,2,2,51,1
"BG",6,3,2,6,2,5,5,1,3,3,2,3,3,2,25,2
"BG",1,1,5,4,4,4,4,1,2,4,4,1,2,2,63,1
"BG",6,3,2,2,2,5,5,2,3,3,2,3,6,1,60,1
"BG",3,6,2,2,2,5,5,2,2,2,2,3,3,1,53,1
"BG",6,3,3,3,3,5,5,2,3,2,3,3,3,1,54,1
"BG",4,4,2,2,2,5,5,6,3,3,3,3,3,1,28,6
"BG",6,3,2,2,2,5,5,6,2,6,2,3,3,1,29,6
"BG",3,3,2,2,2,5,5,2,3,4,3,3,3,2,51,1
"BG",6,2,4,1,2,6,6,1,2,4,2,6,2,2,74,4
"BG",2,4,2,2,4,4,4,1,2,4,2,4,2,2,37,1
"BG",3,4,4,2,3,4,4,1,2,2,2,2,2,1,56,4
"CA",2,1,2,3,3,3,3,2,1,2,2,2,3,1,77,5
"CA",3,2,2,2,2,2,2,2,4,2,2,3,2,1,69,2
"CA",3,3,2,4,4,3,3,2,4,4,3,3,3,1,63,1
"CA",4,4,2,3,3,2,2,3,4,1,2,3,3,2,61,3
"CA",2,2,5,2,4,3,3,1,4,4,3,2,2,1,77,3
"CA",5,5,1,1,1,1,1,1,5,4,4,6,3,2,48,4
"CA",4,5,1,4,2,2,2,3,4,2,3,2,3,1,57,3
"CA",4,4,1,4,2,2,2,1,4,4,4,4,4,1,68,2
"CA",7,7,7,7,7,7,7,7,7,7,7,7,7,2,73,5
"CA",2,2,2,3,4,5,5,2,3,2,3,2,4,1,77,5
"CA",3,3,3,3,1,3,3,3,3,3,3,1,3,1,57,1
"CA",3,2,1,2,1,1,1,2,4,4,4,2,3,2,34,6
"CA",2,2,4,4,4,4,4,1,4,3,3,3,3,1,72,1
"CA",4,2,1,2,4,2,4,6,2,2,1,4,2,2,49,4
"CA",4,4,2,4,3,3,3,2,4,4,3,3,3,2,57,5
"CA",5,5,1,2,2,2,2,1,5,4,4,2,2,1,63,5
"CA",3,5,2,2,2,3,3,3,3,4,4,2,2,1,63,1
"CA",6,6,1,1,1,5,5,3,1,1,1,5,3,1,84,2
"CA",2,2,3,3,4,4,4,2,4,4,2,2,1,1,63,1
"CA",3,2,4,4,4,4,4,2,4,4,4,4,2,2,71,6
"CA",3,4,1,2,4,4,3,3,6,2,2,2,2,1,65,1
"CA",6,4,2,1,2,2,4,2,4,6,4,4,5,2,60,6
"CA",4,2,4,2,4,2,2,3,2,2,1,3,1,2,42,1
"CA",6,1,1,1,1,1,1,1,5,1,5,4,1,2,67,6
"CA",2,2,4,2,4,4,4,1,4,4,4,2,2,2,87,2
"CA",3,1,6,4,3,3,3,2,3,3,3,3,1,1,43,1
"CA",1,1,3,3,1,3,3,1,5,4,4,3,2,2,72,2
"CA",3,1,2,2,5,4,4,2,3,2,2,4,2,1,82,2
"CA",4,4,2,6,2,6,6,2,4,2,2,1,2,2,66,6
"CA",2,2,4,4,4,4,4,2,4,4,4,4,2,1,76,6
"CA",4,2,4,4,4,4,4,2,4,4,4,4,2,2,59,1
"CA",5,3,1,5,2,1,1,3,2,2,2,3,2,2,32,1
"CA",4,2,2,3,2,2,2,3,3,3,3,3,3,2,63,4
"CA",4,4,2,4,2,2,2,1,4,4,4,2,2,2,44,4
"CA",3,4,2,3,3,3,3,2,3,3,3,3,2,2,69,2
"CA",6,6,1,3,2,1,1,3,3,1,2,5,3,1,65,1
"CA",2,2,3,2,3,2,2,2,4,3,4,2,2,2,80,2
"CA",3,4,2,2,4,3,3,1,5,3,2,3,2,1,67,1
"CA",3,3,2,3,3,3,3,2,3,3,3,3,3,1,60,1
"CA",3,3,2,2,3,2,2,2,4,4,2,3,2,2,63,2
"CA",4,2,2,1,2,2,2,2,4,5,4,2,2,2,53,1
"CA",2,2,2,4,4,4,5,2,4,4,3,2,2,1,75,2
"CA",4,1,6,4,1,4,4,2,4,4,4,4,2,2,72,2
"CA",3,4,2,3,4,3,3,3,3,2,2,3,2,1,55,1
"CA",2,2,2,2,2,3,3,1,5,3,4,3,2,2,76,2
"CA",4,2,3,2,4,4,4,1,4,2,4,4,4,1,80,2
"CA",4,2,2,2,3,2,2,2,4,2,4,4,3,1,86,5
"CA",2,3,2,1,4,5,5,2,5,4,4,5,2,1,63,1
"CA",6,1,1,1,1,1,1,1,5,4,1,5,1,2,58,6
"CA",4,4,2,2,2,2,2,2,4,4,4,3,2,2,72,6
"CA",3,3,2,2,4,2,2,2,4,2,4,3,3,1,73,5
"CA",2,1,5,4,5,5,5,1,4,2,2,2,2,1,70,5
"CA",3,2,2,3,2,2,2,3,3,2,6,3,2,1,67,6
"CA",3,2,3,3,4,3,3,2,3,3,2,4,3,2,53,6
"CA",4,3,2,3,2,2,2,2,4,4,5,4,2,1,48,1
"CA",6,4,1,3,2,2,2,2,4,3,4,4,3,2,46,6
"CA",5,5,1,5,1,1,1,1,5,5,5,5,5,2,27,3
"CA",2,2,2,3,4,3,3,2,4,2,4,3,1,1,55,6
"CA",3,4,2,2,2,1,1,2,3,4,3,4,4,1,58,6
"CA",3,2,3,2,3,3,3,3,3,2,4,4,3,2,64,6
"CA",4,3,1,2,2,1,1,3,4,2,2,4,3,2,63,6
"CA",3,3,1,2,4,1,2,3,3,3,3,4,2,2,54,1
"CA",3,1,4,3,5,5,5,2,5,5,4,3,2,1,83,3
"CA",2,3,2,5,2,1,2,4,2,2,2,2,2,2,35,1
"CA",3,2,2,2,3,3,3,2,4,2,2,3,3,1,78,6
"CA",2,3,2,2,2,1,1,1,5,4,4,4,2,2,58,4
"CA",6,3,1,3,2,1,1,3,4,4,4,4,2,1,65,1
"CA",2,4,2,2,2,2,2,1,4,4,4,2,2,1,66,2
"CA",3,3,3,3,1,1,1,1,4,4,3,1,1,1,47,4
"CA",3,2,3,2,4,3,4,2,4,2,3,3,2,1,64,3
"CA",2,2,2,2,4,2,2,2,3,2,3,2,2,1,56,1
"CA",3,2,2,2,2,2,2,2,4,4,2,3,2,2,56,2
"CA",6,4,3,3,2,3,3,2,5,3,2,4,4,2,62,2
"CA",5,1,6,3,1,5,5,1,5,5,5,3,6,2,72,6
"CA",3,3,2,3,3,2,2,2,5,4,4,4,2,2,67,2
"CA",2,3,1,1,1,1,1,3,3,2,2,3,3,2,65,2
"CA",4,4,2,6,4,3,3,2,4,2,4,4,2,1,60,6
"CA",4,2,2,4,4,4,4,2,4,2,4,4,2,1,53,6
"CA",2,4,2,1,2,2,2,1,5,4,4,4,4,2,65,6
"CA",4,4,1,5,4,2,2,1,5,4,4,4,4,2,54,3
"CA",2,3,2,2,4,2,3,2,3,2,4,2,4,1,45,6
"CA",6,6,1,4,2,1,1,3,6,3,4,4,2,2,33,3
"CA",1,1,4,2,4,4,5,1,5,4,4,3,1,1,80,2
"CA",3,2,2,2,3,3,3,3,3,2,2,3,3,1,60,1
"CA",2,1,3,3,4,3,3,2,5,2,5,3,2,1,78,2
"CA",3,2,3,2,6,6,6,2,5,4,4,3,2,1,93,2
"CA",5,2,5,2,4,4,4,2,4,2,3,4,6,2,79,2
"CA",2,2,2,2,2,3,3,1,1,3,3,3,2,2,80,2
"CA",4,2,3,2,2,5,5,2,4,4,4,4,2,2,78,6
"CA",3,1,5,5,4,4,4,2,4,6,6,3,6,2,84,2
"CA",3,2,2,3,3,3,3,2,4,3,3,3,3,1,67,6
"CA",4,3,2,2,2,4,4,3,4,4,4,3,2,1,80,5
"CA",2,2,3,3,4,4,5,1,5,4,4,2,3,2,60,2
"CA",2,1,6,4,4,5,5,2,5,4,4,3,2,1,69,5
"CA",3,4,2,4,2,2,2,2,4,4,5,5,2,1,59,3
"CA",3,3,1,2,3,2,2,2,1,2,3,2,5,1,60,4
"CA",4,2,6,4,2,5,5,2,5,4,4,2,2,2,66,6
"CA",4,2,3,2,3,3,3,2,4,3,4,4,2,2,70,2
"CA",4,3,2,4,2,3,3,1,4,4,4,4,2,2,64,2
"CA",4,4,2,2,2,2,2,2,4,4,4,4,4,2,55,4
"CA",3,4,1,2,1,1,1,1,3,2,2,3,3,2,52,1
"CA",3,3,2,3,4,3,3,2,4,4,4,3,4,1,49,1
"CA",3,3,1,2,2,1,1,1,5,5,4,3,1,2,43,1
"CA",3,3,2,6,4,4,4,1,5,5,5,3,3,1,73,1
"CA",3,3,2,2,4,4,4,1,3,2,4,4,2,1,71,1
"CA",1,2,3,5,4,3,3,1,2,6,4,1,2,1,65,1
"CA",2,4,1,2,2,2,2,2,4,3,4,2,3,1,63,2
"CA",2,3,2,2,3,2,2,2,3,2,3,2,3,1,64,1
"CA",3,2,2,2,2,2,2,1,4,2,3,3,3,1,70,1
"CA",3,4,3,3,2,2,2,2,4,3,3,2,2,1,76,1
"CA",4,5,1,1,4,1,1,1,4,5,2,2,2,2,46,2
"CA",2,2,3,2,3,4,3,3,2,3,4,2,2,2,67,1
"CA",2,1,4,4,4,3,4,2,4,3,4,2,3,1,64,1
"CA",4,5,1,2,4,3,3,1,5,5,5,3,1,1,57,2
"CA",2,5,2,2,2,2,2,1,4,4,4,2,4,1,73,2
"CA",2,2,4,4,2,3,3,1,4,4,4,3,3,2,51,1
"CA",2,5,1,1,4,4,4,1,5,2,2,3,3,1,64,1
"CA",4,3,1,3,2,2,2,1,4,2,5,3,5,2,55,1
"CA",2,4,1,2,4,2,2,2,4,4,4,2,2,1,57,1
"CA",6,1,2,4,4,4,4,1,4,5,2,2,1,1,55,1
"CA",5,5,1,5,5,5,5,1,5,5,3,2,3,1,65,2
"CA",3,4,2,3,2,2,2,1,4,4,4,3,3,1,65,1
"CA",2,1,4,4,4,4,5,1,5,4,3,2,2,1,67,1
"CA",2,4,2,4,2,2,4,2,4,5,5,3,3,1,69,1
"CA",1,1,1,4,1,1,1,1,5,5,5,3,5,2,50,2
"CA",4,3,2,3,4,4,5,2,4,4,4,2,2,1,58,1
"CA",1,5,1,1,2,2,2,1,4,1,2,2,3,1,72,1
"CA",2,3,3,2,2,4,4,1,4,3,4,3,2,1,38,1
"CA",3,2,2,4,2,2,2,1,5,4,4,3,2,2,56,1
"CA",3,3,1,4,2,2,2,1,3,4,4,5,2,2,33,2
"CA",4,4,2,4,4,4,4,2,4,4,4,4,2,2,58,3
"CA",1,1,2,4,4,5,5,1,3,2,4,2,2,2,61,3
"CA",6,2,3,2,4,3,3,1,5,5,4,4,2,2,60,3
"CA",2,1,6,2,4,5,5,1,5,6,4,4,1,2,60,3
"CA",3,3,2,2,2,2,2,3,4,2,2,3,3,2,64,3
"CA",3,4,2,2,5,2,2,1,5,2,2,3,1,2,61,3
"CA",2,2,2,4,2,2,2,4,3,4,4,4,2,2,45,3
"CA",2,1,6,4,4,5,5,3,5,4,4,2,3,1,64,3
"CA",4,6,1,2,2,1,1,1,3,2,2,3,1,2,29,4
"CA",2,3,2,2,2,2,2,3,4,3,2,3,3,2,56,3
"CA",4,4,2,4,2,2,2,2,4,4,4,4,2,2,48,3
"CA",3,4,2,4,2,3,3,2,3,3,3,2,2,2,54,1
"CA",3,3,1,2,2,1,1,3,3,2,2,3,1,2,29,3
"CA",5,4,2,1,2,4,5,1,4,6,4,4,1,1,55,1
"CA",6,6,1,6,1,2,2,1,5,4,5,5,4,2,61,3
"CA",3,3,2,4,4,3,3,3,3,2,2,3,3,1,60,3
"CA",2,2,4,3,3,2,3,1,4,2,2,2,2,2,64,3
"CA",4,4,2,4,3,2,2,2,4,4,3,3,3,2,57,3
"CA",4,4,1,2,2,2,2,2,4,2,2,5,2,1,66,3
"CA",6,6,1,1,1,1,1,2,2,1,5,5,1,1,64,3
"CA",4,6,1,2,2,1,1,2,4,2,2,5,4,2,65,4
"CA",4,4,2,2,2,3,3,2,3,3,3,4,3,1,61,3
"CA",4,1,3,2,4,2,2,1,5,2,2,4,2,1,60,3
"CA",4,4,2,2,2,2,2,1,3,4,3,4,2,2,69,2
"CA",3,3,3,3,2,2,2,2,4,3,3,3,3,2,74,3
"CA",2,2,2,7,3,3,4,2,4,2,3,2,2,1,71,4
"CA",2,1,6,2,2,2,2,4,3,3,2,4,4,1,62,3
"CA",2,2,2,4,2,1,1,3,3,2,4,3,3,2,59,3
"CA",2,1,3,2,4,3,3,2,5,3,4,2,2,1,71,2
"CA",5,2,2,2,2,4,4,6,2,2,2,4,4,1,84,1
"CA",2,3,1,2,5,1,1,1,4,2,4,5,1,2,60,3
"CA",2,3,2,2,2,2,2,2,3,3,3,4,3,2,77,3
"CA",4,4,3,3,2,1,1,1,5,5,5,4,2,2,60,3
"CA",1,2,3,4,2,2,2,1,5,4,4,3,2,1,57,3
"CA",4,2,4,3,4,4,4,2,4,4,6,4,2,1,82,3
"CA",2,1,2,2,2,4,4,1,4,4,4,1,1,1,74,3
"CA",2,3,2,2,2,2,2,2,2,2,2,3,3,1,64,3
"CA",2,2,4,3,4,3,3,2,2,2,2,4,2,1,57,3
"CA",6,4,2,2,2,2,2,1,5,5,4,5,4,2,52,3
"CA",2,1,4,3,4,2,4,2,4,4,2,3,2,1,66,3
"CA",3,1,3,4,4,3,3,1,3,3,3,3,3,1,53,3
"CA",2,2,2,2,2,2,2,2,4,2,2,2,2,1,72,3
"CA",4,4,2,2,4,2,2,2,4,3,2,3,3,2,58,3
"CA",3,2,2,2,3,2,2,3,4,2,4,4,2,2,69,3
"CA",1,1,3,2,3,3,3,1,4,5,3,2,2,2,48,3
"CA",4,4,1,1,4,1,2,2,5,5,4,2,2,1,58,3
"CA",4,4,2,2,3,2,2,2,5,3,5,3,1,1,76,6
"CA",1,1,2,1,5,5,5,1,5,2,5,4,1,1,84,3
"CA",3,3,1,3,3,6,6,6,5,3,2,3,3,1,80,3
"CA",3,3,2,2,4,4,4,3,2,2,4,2,2,1,75,3
"CA",4,4,2,5,2,2,2,2,4,4,4,3,2,1,64,3
"CA",2,2,6,3,4,5,5,2,4,2,3,2,2,1,74,3
"CA",3,2,4,2,3,3,2,2,3,4,4,2,1,1,72,3
"CA",3,3,3,2,2,2,2,1,4,4,6,3,1,2,69,3
"CA",3,2,3,3,4,6,6,2,4,4,2,6,4,1,69,3
"CA",4,4,2,2,2,2,2,2,4,4,4,4,4,2,61,3
"CA",4,4,2,4,3,2,2,2,3,2,3,3,4,2,65,3
"CA",1,1,6,4,4,3,5,1,5,5,5,4,4,1,70,3
"CA",2,2,4,3,3,4,4,2,4,4,4,3,2,1,63,3
"CA",6,4,2,1,1,1,1,1,4,6,6,6,6,2,46,6
"CA",2,3,2,3,4,2,2,1,4,4,4,3,2,1,64,3
"CA",4,3,3,2,3,3,3,3,3,4,4,4,4,1,59,3
"CA",3,4,2,6,2,2,2,2,5,5,6,3,1,1,64,3
"CA",3,2,3,3,2,3,3,1,4,4,3,4,3,1,70,3
"CA",3,2,3,4,2,2,2,4,4,4,2,4,3,2,66,3
"CA",3,5,3,3,3,3,3,2,3,3,3,3,2,1,58,3
"CA",3,3,2,2,2,2,2,4,4,4,4,4,2,1,64,3
"CA",3,4,2,4,2,2,3,2,3,3,4,4,2,2,59,3
"CA",4,1,1,1,4,1,1,1,4,4,1,4,1,1,67,3
"CA",4,4,1,4,4,3,3,2,4,2,2,3,2,1,55,4
"CA",1,2,3,2,3,2,2,1,5,4,4,4,2,1,73,3
"CA",3,3,3,2,4,3,3,3,3,3,3,3,2,1,60,3
"CA",3,1,4,3,2,3,3,1,4,4,4,4,1,2,51,3
"CA",2,2,1,4,4,2,2,1,4,2,3,3,2,1,56,3
"CA",1,1,6,4,4,4,5,3,2,2,2,2,3,1,77,3
"CA",1,1,1,1,5,5,5,2,4,2,2,3,2,1,69,3
"CA",3,3,2,2,3,2,2,2,4,2,3,3,2,1,66,3
"CA",2,3,3,2,4,3,3,1,5,5,3,4,2,1,69,3
"CA",2,2,2,3,3,2,3,2,5,3,4,3,2,1,70,3
"CA",2,2,4,4,4,4,4,3,4,3,4,2,3,2,65,3
"CA",4,4,2,2,4,3,2,2,4,4,4,2,3,1,65,4
"CA",3,1,1,3,5,3,3,4,5,5,4,5,4,2,54,3
"CA",3,2,4,2,3,3,3,2,4,2,4,3,2,2,56,3
"CA",3,3,2,2,3,2,2,3,4,2,2,4,2,1,59,3
"CA",4,2,2,4,2,2,2,2,4,2,4,4,2,1,70,3
"CA",3,2,1,1,3,5,5,1,4,3,4,4,5,1,70,3
"CA",2,2,2,2,3,3,3,2,4,4,6,3,3,1,75,3
"CA",2,3,2,2,2,2,2,2,4,4,4,4,2,1,49,3
"CA",3,1,3,1,4,5,5,1,5,4,4,4,2,1,72,3
"CA",4,3,3,4,4,4,5,2,3,2,4,4,2,1,73,2
"CA",3,3,2,2,4,3,3,2,2,4,2,4,2,2,61,6
"CA",2,2,2,2,2,3,3,1,4,2,2,2,2,1,63,3
"CA",2,2,2,2,4,2,2,2,4,4,4,4,2,1,67,3
"CA",2,3,2,1,5,1,1,2,4,4,2,4,4,1,61,3
"CA",6,1,1,1,1,1,1,1,5,2,2,5,5,2,56,6
"CA",3,1,4,6,4,5,5,1,1,1,1,5,5,1,58,3
"CA",6,4,1,2,2,1,1,2,4,2,2,4,1,2,51,4
"CA",3,4,2,3,4,4,4,2,4,3,4,4,2,1,54,3
"CA",4,4,2,3,1,1,1,2,4,5,5,6,2,2,24,4
"CA",3,4,1,3,2,2,2,3,3,4,4,4,4,2,72,2
"CA",2,1,4,2,4,5,5,2,5,4,2,2,1,1,75,3
"CA",2,2,3,2,5,5,5,2,5,4,2,4,2,1,77,3
"CA",2,3,2,2,3,2,3,3,3,2,2,3,2,1,71,4
"CA",2,2,1,3,2,2,2,3,4,1,2,2,2,1,66,3
"CA",3,3,3,3,3,3,3,2,4,3,3,3,3,1,66,3
"CA",4,6,2,2,1,1,1,2,5,4,4,4,4,2,67,3
"CA",3,3,1,2,4,3,3,3,5,4,2,4,2,1,63,3
"CA",3,2,2,2,1,1,1,1,5,2,2,5,1,2,60,3
"CA",6,6,1,6,2,3,3,1,4,2,4,3,3,1,63,3
"CA",3,3,3,4,3,3,3,1,4,4,3,3,4,1,65,3
"CA",4,4,2,2,2,2,4,1,4,4,4,4,2,1,63,4
"CA",4,4,2,2,2,2,4,1,4,4,4,4,2,1,63,4
"CA",1,2,2,2,2,2,2,2,4,4,4,3,2,1,72,1
"CA",4,4,2,2,2,2,2,2,4,3,4,3,3,1,72,4
"CA",3,3,3,6,3,3,4,1,5,4,3,2,2,1,61,3
"CA",2,6,1,6,4,2,2,2,5,3,4,5,1,1,65,3
"CA",2,2,1,1,5,2,3,1,5,2,2,4,2,1,54,3
"CA",4,4,1,2,4,2,2,3,4,4,2,3,5,2,52,4
"CA",3,2,2,3,4,2,2,2,4,4,4,3,2,1,67,3
"CA",2,3,2,2,4,2,2,2,5,3,4,3,2,1,62,3
"CA",3,4,2,2,4,4,4,2,4,2,2,4,4,1,56,3
"CA",5,1,2,3,4,5,5,3,3,5,2,3,3,1,57,6
"CA",3,3,1,2,3,2,2,2,4,4,6,3,2,2,69,6
"CA",2,2,2,4,2,2,2,2,4,4,4,3,2,1,60,3
"CA",2,3,2,3,5,3,3,1,4,1,2,3,1,1,63,3
"CA",1,2,2,1,4,4,4,2,4,2,2,3,2,1,69,3
"CA",3,2,2,4,3,2,2,2,4,2,4,4,1,1,56,3
"CA",2,3,2,2,4,2,2,2,4,2,2,4,3,1,71,4
"CA",4,2,2,2,4,2,2,2,4,4,2,4,2,1,71,3
"CA",3,4,2,3,3,3,3,2,4,2,4,3,3,1,58,3
"CA",6,6,2,2,1,1,1,3,3,4,4,3,2,1,68,3
"CA",3,2,2,2,4,1,1,1,5,2,3,2,1,1,66,3
"CA",2,1,2,4,4,4,4,1,4,4,4,4,1,1,61,3
"CA",3,1,6,6,3,5,5,1,4,4,3,3,2,1,52,6
"CA",2,1,6,1,5,2,2,2,2,2,4,3,2,1,68,6
"CA",4,6,1,3,4,1,1,2,4,2,4,4,3,2,65,3
"CA",3,2,3,2,3,3,3,2,3,3,3,3,2,1,67,3
"CA",2,3,2,2,4,4,4,4,4,2,4,4,4,1,66,3
"CA",3,2,3,2,4,5,5,2,4,2,2,3,3,1,62,3
"CA",4,2,1,6,4,2,2,1,5,2,2,3,1,1,58,3
"CA",2,3,2,4,4,4,4,2,4,2,2,3,3,1,67,4
"CA",3,3,3,2,4,2,7,3,3,3,3,3,2,2,46,3
"CA",2,2,1,4,4,2,2,3,3,2,2,2,2,1,44,3
"CA",1,1,6,6,5,5,5,1,5,5,4,2,2,1,70,2
"CA",2,1,3,2,5,4,4,1,5,3,5,2,1,1,79,3
"CA",3,3,3,3,4,3,6,2,4,2,2,2,3,1,78,3
"CA",3,2,4,3,2,4,4,2,4,3,2,3,2,1,67,3
"CA",2,2,6,4,4,2,3,4,4,4,5,4,3,2,61,3
"CA",4,1,2,2,2,2,2,1,5,4,4,5,1,1,62,3
"CA",3,1,1,4,4,1,1,3,3,2,2,4,2,2,65,3
"CA",3,1,2,4,1,3,3,2,3,2,2,2,2,1,66,3
"CA",2,2,4,6,2,3,3,2,4,4,5,2,2,1,68,3
"CA",2,3,2,4,5,4,4,2,5,4,4,2,2,1,62,3
"CA",2,2,2,2,2,2,2,1,5,2,4,2,1,2,58,3
"CA",2,4,2,4,2,2,2,1,4,4,4,3,2,1,62,3
"CA",1,1,6,1,1,3,3,1,5,2,1,2,1,1,58,3
"CA",3,3,2,3,3,3,3,1,4,3,4,3,3,1,51,3
"CA",2,2,4,1,5,3,3,2,4,2,2,2,2,1,37,3
"CA",2,3,2,5,4,2,2,3,3,3,3,3,3,1,75,3
"CA",3,2,2,1,3,2,2,2,2,2,3,3,4,1,67,3
"CA",3,2,2,2,4,6,6,2,4,4,2,2,3,1,69,4
"CA",1,3,1,2,2,1,1,3,3,2,3,2,2,2,61,3
"CA",3,4,1,1,3,1,1,1,4,2,3,4,2,1,60,3
"CA",6,4,1,4,3,2,2,1,5,4,4,2,2,1,55,3
"CA",3,4,1,1,2,1,2,2,3,2,2,6,3,1,58,3
"CA",3,2,4,2,4,2,2,2,5,2,4,4,2,1,60,3
"CA",3,3,1,6,4,4,5,3,1,2,1,3,2,1,63,3
"CA",3,4,1,2,2,2,2,3,4,2,3,5,3,1,66,3
"CA",7,3,2,4,4,3,4,1,4,2,2,3,2,1,61,3
"CA",3,4,2,3,2,2,2,2,4,4,4,4,2,1,60,3
"CA",4,4,2,3,3,1,1,2,4,2,4,4,2,1,56,4
"CA",2,1,2,3,4,2,2,2,4,4,2,2,2,1,55,3
"CA",3,3,1,3,3,3,3,1,5,5,5,5,2,1,54,3
"CA",2,2,3,2,3,2,3,2,3,3,2,2,2,2,82,3
"CA",1,2,3,2,4,2,4,3,4,3,2,2,4,1,81,3
"CA",2,1,4,2,4,4,4,2,4,4,3,2,2,1,83,3
"CA",2,1,2,2,5,5,5,1,4,3,2,4,2,2,70,3
"CA",2,1,2,2,5,5,5,1,4,3,2,4,2,2,70,3
"CA",2,4,2,2,4,4,4,2,5,1,2,2,2,1,65,3
"CA",2,6,1,2,1,1,1,3,3,2,2,4,2,2,68,3
"CA",2,2,2,2,4,2,2,1,5,4,4,4,2,1,65,3
"CA",1,2,2,2,4,4,4,1,3,2,2,3,4,1,57,3
"CA",4,2,3,6,5,5,5,1,5,1,2,5,3,1,62,3
"CA",3,4,2,3,3,2,2,3,3,2,3,4,2,1,60,3
"CA",3,5,3,3,2,7,7,2,4,4,2,3,3,1,72,3
"CA",2,1,6,2,5,4,4,1,5,3,5,4,2,1,67,3
"CA",3,3,2,2,4,2,3,2,4,2,4,3,3,1,72,3
"CA",3,1,3,4,4,4,4,1,4,4,4,3,2,1,62,3
"CA",2,4,2,2,4,3,4,6,4,2,2,3,1,2,35,3
"CA",2,3,1,3,2,1,1,3,3,4,2,2,2,2,34,3
"CA",2,3,2,2,3,2,2,3,3,2,2,2,2,1,67,3
"CA",2,4,1,1,2,2,2,1,1,4,2,2,3,2,70,4
"CA",4,1,2,4,4,4,5,1,2,4,5,1,2,1,61,3
"CA",3,4,1,2,4,1,1,2,2,2,4,2,2,1,33,4
"CA",4,4,1,4,4,1,1,3,3,2,2,4,2,1,51,4
"CA",1,1,6,3,4,5,5,1,5,5,5,2,2,1,75,3
"CA",3,3,2,3,3,2,2,3,3,3,3,3,2,2,36,3
"CA",3,3,2,2,1,1,1,3,3,2,4,2,3,1,59,6
"CA",2,2,3,4,4,2,2,1,5,4,2,1,3,1,74,3
"CA",4,4,2,2,2,2,2,3,4,4,4,3,2,1,66,3
"CA",2,1,6,3,5,4,5,1,5,4,2,2,1,1,63,3
"CA",1,2,6,4,5,5,5,3,4,4,4,3,2,1,67,3
"CA",2,4,2,2,2,2,2,2,4,3,2,3,3,1,59,4
"CA",2,4,2,2,2,2,2,2,4,3,2,3,3,1,59,4
"CA",2,1,3,4,4,4,4,2,4,4,4,2,3,1,56,3
